empleado_id,departamento,ubicacion,turno,tipo_incidente,gravedad,causa_raiz,area,fecha,hora,mes,anio,trimestre,dias_perdidos,es_registrable,es_lti
1148,Perforación,Neuquén - Vaca Muerta,Diurno,Casi accidente (near miss),0,Acto inseguro,Tanques / Almacenamiento,2024-09-16,6,9,2024,Q3,0,0,0
1148,Perforación,Neuquén - Vaca Muerta,Diurno,Primeros auxilios,1,Comunicación deficiente,Planta compresora,2024-01-08,10,1,2024,Q1,0,0,0
1149,Perforación,Salta - NOA,Rotativo 7x7,Casi accidente (near miss),0,Condición insegura,Oficina / Comedor,2024-08-24,8,8,2024,Q3,0,0,0
1151,Perforación,Neuquén - Vaca Muerta,Diurno,Incapacidad permanente parcial,4,Comunicación deficiente,Área eléctrica,2022-02-09,9,2,2022,Q1,102,1,0
1152,Perforación,Chubut - San Jorge,Rotativo 7x7,Tratamiento médico,2,Procedimiento inadecuado,Planta compresora,2022-09-23,14,9,2022,Q3,0,1,0
1153,Perforación,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Pozos / Drilling,2022-01-08,15,1,2022,Q1,0,0,0
1153,Perforación,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Taller mecánico,2023-11-29,16,11,2023,Q4,0,0,0
1153,Perforación,Chubut - San Jorge,Rotativo 14x14,Primeros auxilios,1,Condición climática,Taller mecánico,2024-11-28,10,11,2024,Q4,0,0,0
1153,Perforación,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Transporte en ruta,2022-07-02,1,7,2022,Q3,0,0,0
1154,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Tratamiento médico,2,Acto inseguro,Planta compresora,2022-07-14,1,7,2022,Q3,0,1,0
1154,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Primeros auxilios,1,Procedimiento inadecuado,Área eléctrica,2023-07-09,19,7,2023,Q3,0,0,0
1155,Perforación,Neuquén - Vaca Muerta,Diurno,Primeros auxilios,1,Falta de EPP,Transporte en ruta,2023-01-18,18,1,2023,Q1,0,0,0
1157,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Comunicación deficiente,Tanques / Almacenamiento,2023-12-18,9,12,2023,Q4,0,0,0
1157,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Condición insegura,Pozos / Drilling,2023-10-06,16,10,2023,Q4,0,0,0
1158,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Fatiga/turno extendido,Planta compresora,2022-06-19,12,6,2022,Q2,0,0,0
1159,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición insegura,Transporte en ruta,2023-07-31,13,7,2023,Q3,0,0,0
1162,Perforación,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Acto inseguro,Taller mecánico,2022-12-05,14,12,2022,Q4,0,0,0
1162,Perforación,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Fatiga/turno extendido,Transporte en ruta,2023-06-13,12,6,2023,Q2,0,0,0
1163,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Condición climática,Tanques / Almacenamiento,2022-01-11,10,1,2022,Q1,0,1,0
1164,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Taller mecánico,2023-10-09,7,10,2023,Q4,0,0,0
1164,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Condición insegura,Taller mecánico,2023-10-28,10,10,2023,Q4,0,0,0
1165,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Procedimiento inadecuado,Planta compresora,2024-11-05,12,11,2024,Q4,0,1,0
1165,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Acto inseguro,Tanques / Almacenamiento,2024-09-04,9,9,2024,Q3,0,0,0
1165,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Fatiga/turno extendido,Oficina / Comedor,2024-07-15,11,7,2024,Q3,0,0,0
1166,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Procedimiento inadecuado,Área eléctrica,2024-10-25,16,10,2024,Q4,0,0,0
1166,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Condición insegura,Planta compresora,2022-12-06,6,12,2022,Q4,0,0,0
1167,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Transporte en ruta,2022-03-16,11,3,2022,Q1,0,0,0
1168,Perforación,Chubut - San Jorge,Rotativo 14x14,Primeros auxilios,1,Falla de equipo,Planta compresora,2023-07-04,16,7,2023,Q3,0,0,0
1168,Perforación,Chubut - San Jorge,Rotativo 14x14,Incapacidad permanente parcial,4,Procedimiento inadecuado,Área eléctrica,2023-12-06,9,12,2023,Q4,102,1,0
1169,Perforación,Neuquén - Vaca Muerta,Nocturno,Tiempo perdido (LTI),3,Comunicación deficiente,Transporte en ruta,2023-09-29,13,9,2023,Q3,13,1,1
1170,Perforación,Mendoza - Cuyo,Rotativo 14x14,Tratamiento médico,2,Falta de EPP,Tanques / Almacenamiento,2022-07-04,1,7,2022,Q3,0,1,0
1171,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Incapacidad permanente parcial,4,Procedimiento inadecuado,Taller mecánico,2023-01-23,16,1,2023,Q1,131,1,0
1171,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Transporte en ruta,2023-02-20,16,2,2023,Q1,0,0,0
1172,Perforación,Chubut - San Jorge,Diurno,Casi accidente (near miss),0,Condición climática,Oficina / Comedor,2023-11-08,21,11,2023,Q4,0,0,0
1173,Perforación,Mendoza - Cuyo,Rotativo 7x7,Tratamiento médico,2,Condición climática,Planta compresora,2022-07-15,12,7,2022,Q3,0,1,0
1173,Perforación,Mendoza - Cuyo,Rotativo 7x7,Primeros auxilios,1,Fatiga/turno extendido,Taller mecánico,2024-05-26,12,5,2024,Q2,0,0,0
1174,Perforación,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Planta compresora,2023-08-29,14,8,2023,Q3,0,0,0
1174,Perforación,Mendoza - Cuyo,Rotativo 14x14,Primeros auxilios,1,Falta de EPP,Oficina / Comedor,2023-05-19,14,5,2023,Q2,0,0,0
1174,Perforación,Mendoza - Cuyo,Rotativo 14x14,Primeros auxilios,1,Fatiga/turno extendido,Oficina / Comedor,2022-09-21,11,9,2022,Q3,0,0,0
1176,Perforación,Salta - NOA,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Área eléctrica,2024-11-19,13,11,2024,Q4,0,0,0
1177,Perforación,Neuquén - Vaca Muerta,Diurno,Primeros auxilios,1,Falla de equipo,Planta compresora,2024-06-03,18,6,2024,Q2,0,0,0
1177,Perforación,Neuquén - Vaca Muerta,Diurno,Casi accidente (near miss),0,Falta de EPP,Oficina / Comedor,2024-12-02,12,12,2024,Q4,0,0,0
1177,Perforación,Neuquén - Vaca Muerta,Diurno,Casi accidente (near miss),0,Condición climática,Área eléctrica,2023-04-10,9,4,2023,Q2,0,0,0
1178,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición insegura,Pozos / Drilling,2024-07-17,13,7,2024,Q3,0,0,0
1179,Perforación,Chubut - San Jorge,Nocturno,Casi accidente (near miss),0,Falta de EPP,Tanques / Almacenamiento,2024-01-31,20,1,2024,Q1,0,0,0
1183,Producción,Chubut - San Jorge,Rotativo 14x14,Tiempo perdido (LTI),3,Acto inseguro,Área eléctrica,2022-04-25,0,4,2022,Q2,4,1,1
1184,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Acto inseguro,Área eléctrica,2024-12-27,16,12,2024,Q4,0,0,0
1184,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Falla de equipo,Área eléctrica,2022-08-31,7,8,2022,Q3,0,0,0
1185,Producción,Mendoza - Cuyo,Diurno,Primeros auxilios,1,Falta de EPP,Planta compresora,2022-10-22,18,10,2022,Q4,0,0,0
1187,Producción,Salta - NOA,Rotativo 14x14,Primeros auxilios,1,Falta de EPP,Pozos / Drilling,2023-04-23,18,4,2023,Q2,0,0,0
1188,Producción,Chubut - San Jorge,Nocturno,Primeros auxilios,1,Fatiga/turno extendido,Tanques / Almacenamiento,2023-10-28,11,10,2023,Q4,0,0,0
1188,Producción,Chubut - San Jorge,Nocturno,Tratamiento médico,2,Falta de EPP,Oficina / Comedor,2022-11-15,5,11,2022,Q4,0,1,0
1188,Producción,Chubut - San Jorge,Nocturno,Casi accidente (near miss),0,Condición insegura,Tanques / Almacenamiento,2022-09-13,11,9,2022,Q3,0,0,0
1189,Producción,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Pozos / Drilling,2023-06-01,19,6,2023,Q2,0,0,0
1191,Producción,Chubut - San Jorge,Rotativo 7x7,Casi accidente (near miss),0,Condición climática,Planta compresora,2022-08-23,14,8,2022,Q3,0,0,0
1192,Producción,Chubut - San Jorge,Nocturno,Tratamiento médico,2,Falla de equipo,Área eléctrica,2022-10-08,7,10,2022,Q4,0,1,0
1193,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Acto inseguro,Área eléctrica,2022-10-25,7,10,2022,Q4,0,0,0
1193,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Procedimiento inadecuado,Área eléctrica,2022-04-16,11,4,2022,Q2,0,0,0
1194,Producción,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Falta de EPP,Transporte en ruta,2024-06-19,15,6,2024,Q2,0,0,0
1195,Producción,Oficina Central BA,Diurno,Incidente ambiental,2,Fatiga/turno extendido,Taller mecánico,2024-11-03,10,11,2024,Q4,0,1,0
1195,Producción,Oficina Central BA,Diurno,Casi accidente (near miss),0,Fatiga/turno extendido,Tanques / Almacenamiento,2022-02-03,2,2,2022,Q1,0,0,0
1196,Producción,Salta - NOA,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Tanques / Almacenamiento,2024-01-22,12,1,2024,Q1,0,0,0
1198,Producción,Salta - NOA,Diurno,Primeros auxilios,1,Condición insegura,Oficina / Comedor,2023-11-09,11,11,2023,Q4,0,0,0
1198,Producción,Salta - NOA,Diurno,Primeros auxilios,1,Condición insegura,Área eléctrica,2024-01-15,14,1,2024,Q1,0,0,0
1198,Producción,Salta - NOA,Diurno,Tratamiento médico,2,Falta de EPP,Área eléctrica,2023-07-16,17,7,2023,Q3,0,1,0
1199,Producción,Mendoza - Cuyo,Rotativo 7x7,Tiempo perdido (LTI),3,Procedimiento inadecuado,Pozos / Drilling,2023-08-27,22,8,2023,Q3,10,1,1
1199,Producción,Mendoza - Cuyo,Rotativo 7x7,Casi accidente (near miss),0,Falla de equipo,Oficina / Comedor,2023-07-21,18,7,2023,Q3,0,0,0
1201,Producción,Salta - NOA,Diurno,Casi accidente (near miss),0,Falla de equipo,Área eléctrica,2022-09-15,10,9,2022,Q3,0,0,0
1204,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Falla de equipo,Taller mecánico,2022-08-14,12,8,2022,Q3,0,0,0
1206,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Falta de EPP,Tanques / Almacenamiento,2023-07-05,8,7,2023,Q3,0,0,0
1206,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición insegura,Tanques / Almacenamiento,2024-09-30,21,9,2024,Q3,0,0,0
1210,Producción,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Falta de EPP,Taller mecánico,2023-11-11,16,11,2023,Q4,0,0,0
1211,Producción,Salta - NOA,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Transporte en ruta,2024-05-14,13,5,2024,Q2,0,0,0
1214,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición insegura,Oficina / Comedor,2024-07-01,13,7,2024,Q3,0,0,0
1214,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tiempo perdido (LTI),3,Falla de equipo,Planta compresora,2024-05-14,19,5,2024,Q2,1,1,1
1214,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tiempo perdido (LTI),3,Comunicación deficiente,Área eléctrica,2022-05-02,17,5,2022,Q2,1,1,1
1215,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Fatiga/turno extendido,Planta compresora,2024-01-17,14,1,2024,Q1,0,0,0
1216,Producción,Mendoza - Cuyo,Diurno,Casi accidente (near miss),0,Acto inseguro,Área eléctrica,2024-10-06,8,10,2024,Q4,0,0,0
1216,Producción,Mendoza - Cuyo,Diurno,Tratamiento médico,2,Condición insegura,Planta compresora,2022-08-24,13,8,2022,Q3,0,1,0
1217,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Comunicación deficiente,Tanques / Almacenamiento,2023-08-25,11,8,2023,Q3,0,1,0
1217,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tiempo perdido (LTI),3,Falta de EPP,Pozos / Drilling,2023-04-02,10,4,2023,Q2,3,1,1
1217,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Área eléctrica,2023-06-30,12,6,2023,Q2,0,0,0
1217,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Transporte en ruta,2023-11-03,19,11,2023,Q4,0,0,0
1218,Producción,Neuquén - Vaca Muerta,Diurno,Fatalidad,5,Fatiga/turno extendido,Oficina / Comedor,2024-02-12,10,2,2024,Q1,0,1,0
1222,Producción,Chubut - San Jorge,Diurno,Tratamiento médico,2,Procedimiento inadecuado,Pozos / Drilling,2024-06-25,17,6,2024,Q2,0,1,0
1223,Producción,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Taller mecánico,2024-01-17,15,1,2024,Q1,0,0,0
1223,Producción,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Acto inseguro,Área eléctrica,2023-10-03,1,10,2023,Q4,0,0,0
1223,Producción,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Taller mecánico,2023-07-26,17,7,2023,Q3,0,0,0
1224,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Transporte en ruta,2022-05-14,17,5,2022,Q2,0,0,0
1224,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tiempo perdido (LTI),3,Comunicación deficiente,Transporte en ruta,2022-11-05,19,11,2022,Q4,11,1,1
1224,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Transporte en ruta,2023-10-15,6,10,2023,Q4,0,0,0
1226,Producción,Salta - NOA,Nocturno,Tiempo perdido (LTI),3,Fatiga/turno extendido,Área eléctrica,2022-03-19,10,3,2022,Q1,1,1,1
1227,Producción,Salta - NOA,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Pozos / Drilling,2024-09-09,1,9,2024,Q3,0,0,0
1228,Producción,Salta - NOA,Rotativo 14x14,Tiempo perdido (LTI),3,Comunicación deficiente,Oficina / Comedor,2022-05-10,15,5,2022,Q2,3,1,1
1229,Producción,Neuquén - Vaca Muerta,Diurno,Incidente ambiental,2,Condición climática,Tanques / Almacenamiento,2023-03-07,19,3,2023,Q1,0,1,0
1230,Producción,Chubut - San Jorge,Rotativo 14x14,Primeros auxilios,1,Procedimiento inadecuado,Oficina / Comedor,2022-03-18,9,3,2022,Q1,0,0,0
1231,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Incapacidad permanente parcial,4,Falta de EPP,Transporte en ruta,2024-06-06,7,6,2024,Q2,137,1,0
1232,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Falta de EPP,Área eléctrica,2022-10-27,9,10,2022,Q4,0,1,0
1232,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tiempo perdido (LTI),3,Condición climática,Planta compresora,2024-11-27,10,11,2024,Q4,12,1,1
1233,Producción,Chubut - San Jorge,Rotativo 7x7,Primeros auxilios,1,Falta de EPP,Área eléctrica,2023-10-02,14,10,2023,Q4,0,0,0
1234,Producción,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Condición insegura,Pozos / Drilling,2023-10-04,9,10,2023,Q4,0,0,0
1236,Producción,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Tanques / Almacenamiento,2024-06-17,14,6,2024,Q2,0,0,0
1238,Producción,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Falla de equipo,Área eléctrica,2024-08-29,16,8,2024,Q3,0,0,0
1239,Producción,Neuquén - Vaca Muerta,Rotativo 7x7,Primeros auxilios,1,Condición climática,Tanques / Almacenamiento,2024-09-09,12,9,2024,Q3,0,0,0
1239,Producción,Neuquén - Vaca Muerta,Rotativo 7x7,Incidente ambiental,2,Comunicación deficiente,Planta compresora,2022-09-16,7,9,2022,Q3,0,1,0
1242,Producción,Chubut - San Jorge,Rotativo 7x7,Casi accidente (near miss),0,Condición insegura,Taller mecánico,2023-02-08,8,2,2023,Q1,0,0,0
1243,Producción,Mendoza - Cuyo,Rotativo 14x14,Incidente ambiental,2,Condición insegura,Pozos / Drilling,2023-05-01,21,5,2023,Q2,0,1,0
1244,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Fatalidad,5,Procedimiento inadecuado,Taller mecánico,2023-11-18,17,11,2023,Q4,0,1,0
1244,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Condición insegura,Transporte en ruta,2023-07-29,9,7,2023,Q3,0,1,0
1244,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Fatiga/turno extendido,Área eléctrica,2023-11-11,6,11,2023,Q4,0,0,0
1245,Producción,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Transporte en ruta,2022-09-02,9,9,2022,Q3,0,0,0
1247,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Taller mecánico,2024-05-28,15,5,2024,Q2,0,0,0
1249,Producción,Neuquén - Vaca Muerta,Nocturno,Tiempo perdido (LTI),3,Condición climática,Transporte en ruta,2022-04-19,15,4,2022,Q2,12,1,1
1250,Producción,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Condición insegura,Oficina / Comedor,2022-11-21,9,11,2022,Q4,0,0,0
1250,Producción,Mendoza - Cuyo,Rotativo 14x14,Fatalidad,5,Condición insegura,Oficina / Comedor,2022-03-19,12,3,2022,Q1,0,1,0
1255,Producción,Salta - NOA,Diurno,Tiempo perdido (LTI),3,Falta de EPP,Transporte en ruta,2024-01-14,19,1,2024,Q1,4,1,1
1255,Producción,Salta - NOA,Diurno,Tiempo perdido (LTI),3,Procedimiento inadecuado,Tanques / Almacenamiento,2023-04-26,11,4,2023,Q2,21,1,1
1256,Producción,Mendoza - Cuyo,Nocturno,Casi accidente (near miss),0,Procedimiento inadecuado,Transporte en ruta,2024-11-26,10,11,2024,Q4,0,0,0
1256,Producción,Mendoza - Cuyo,Nocturno,Tratamiento médico,2,Acto inseguro,Taller mecánico,2024-03-14,9,3,2024,Q1,0,1,0
1256,Producción,Mendoza - Cuyo,Nocturno,Primeros auxilios,1,Condición climática,Planta compresora,2022-01-24,17,1,2022,Q1,0,0,0
1257,Producción,Neuquén - Vaca Muerta,Diurno,Casi accidente (near miss),0,Acto inseguro,Transporte en ruta,2023-07-20,11,7,2023,Q3,0,0,0
1257,Producción,Neuquén - Vaca Muerta,Diurno,Tiempo perdido (LTI),3,Condición climática,Área eléctrica,2023-06-14,18,6,2023,Q2,1,1,1
1258,Producción,Salta - NOA,Rotativo 14x14,Primeros auxilios,1,Procedimiento inadecuado,Tanques / Almacenamiento,2022-08-24,16,8,2022,Q3,0,0,0
1258,Producción,Salta - NOA,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Transporte en ruta,2022-04-10,9,4,2022,Q2,0,0,0
1259,Producción,Chubut - San Jorge,Diurno,Incapacidad permanente parcial,4,Acto inseguro,Planta compresora,2023-08-31,12,8,2023,Q3,58,1,0
1260,Producción,Neuquén - Vaca Muerta,Nocturno,Incidente ambiental,2,Procedimiento inadecuado,Pozos / Drilling,2023-09-03,3,9,2023,Q3,0,1,0
1261,Producción,Chubut - San Jorge,Rotativo 14x14,Incapacidad permanente parcial,4,Fatiga/turno extendido,Transporte en ruta,2022-01-12,14,1,2022,Q1,101,1,0
1263,Producción,Chubut - San Jorge,Diurno,Casi accidente (near miss),0,Condición insegura,Taller mecánico,2022-03-14,21,3,2022,Q1,0,0,0
1263,Producción,Chubut - San Jorge,Diurno,Tratamiento médico,2,Procedimiento inadecuado,Área eléctrica,2024-01-11,15,1,2024,Q1,0,1,0
1264,Producción,Salta - NOA,Rotativo 14x14,Incapacidad permanente parcial,4,Condición insegura,Planta compresora,2023-04-10,9,4,2023,Q2,100,1,0
1264,Producción,Salta - NOA,Rotativo 14x14,Tratamiento médico,2,Falla de equipo,Planta compresora,2023-06-04,15,6,2023,Q2,0,1,0
1265,Producción,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Condición climática,Transporte en ruta,2022-05-30,9,5,2022,Q2,0,0,0
1266,Producción,Salta - NOA,Nocturno,Casi accidente (near miss),0,Condición insegura,Transporte en ruta,2022-02-08,6,2,2022,Q1,0,0,0
1268,Producción,Salta - NOA,Nocturno,Primeros auxilios,1,Comunicación deficiente,Oficina / Comedor,2024-02-29,9,2,2024,Q1,0,0,0
1272,Producción,Oficina Central BA,Rotativo 14x14,Incidente ambiental,2,Falla de equipo,Transporte en ruta,2022-07-03,17,7,2022,Q3,0,1,0
1276,Producción,Mendoza - Cuyo,Rotativo 7x7,Casi accidente (near miss),0,Fatiga/turno extendido,Pozos / Drilling,2023-02-14,8,2,2023,Q1,0,0,0
1277,Producción,Chubut - San Jorge,Diurno,Casi accidente (near miss),0,Comunicación deficiente,Tanques / Almacenamiento,2022-02-24,18,2,2022,Q1,0,0,0
1279,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Área eléctrica,2022-11-30,3,11,2022,Q4,0,0,0
1279,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Incapacidad permanente parcial,4,Falla de equipo,Taller mecánico,2023-09-18,9,9,2023,Q3,133,1,0
1280,Producción,Mendoza - Cuyo,Rotativo 7x7,Casi accidente (near miss),0,Falla de equipo,Planta compresora,2023-08-24,14,8,2023,Q3,0,0,0
1280,Producción,Mendoza - Cuyo,Rotativo 7x7,Incapacidad permanente parcial,4,Condición insegura,Área eléctrica,2024-09-10,22,9,2024,Q3,65,1,0
1281,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Área eléctrica,2022-09-19,0,9,2022,Q3,0,0,0
1281,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Fatiga/turno extendido,Tanques / Almacenamiento,2024-02-28,11,2,2024,Q1,0,0,0
1282,Producción,Neuquén - Vaca Muerta,Rotativo 7x7,Primeros auxilios,1,Falla de equipo,Tanques / Almacenamiento,2022-12-01,8,12,2022,Q4,0,0,0
1282,Producción,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Falla de equipo,Taller mecánico,2024-12-22,0,12,2024,Q4,0,0,0
1282,Producción,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Falta de EPP,Taller mecánico,2022-11-17,9,11,2022,Q4,0,0,0
1283,Producción,Mendoza - Cuyo,Diurno,Casi accidente (near miss),0,Fatiga/turno extendido,Transporte en ruta,2024-08-27,19,8,2024,Q3,0,0,0
1285,Producción,Mendoza - Cuyo,Nocturno,Primeros auxilios,1,Acto inseguro,Taller mecánico,2024-08-19,11,8,2024,Q3,0,0,0
1285,Producción,Mendoza - Cuyo,Nocturno,Casi accidente (near miss),0,Falta de EPP,Tanques / Almacenamiento,2022-05-30,1,5,2022,Q2,0,0,0
1285,Producción,Mendoza - Cuyo,Nocturno,Casi accidente (near miss),0,Comunicación deficiente,Planta compresora,2022-01-03,19,1,2022,Q1,0,0,0
1290,Producción,Oficina Central BA,Diurno,Primeros auxilios,1,Falta de EPP,Oficina / Comedor,2022-03-26,21,3,2022,Q1,0,0,0
1291,Producción,Oficina Central BA,Diurno,Tiempo perdido (LTI),3,Condición climática,Tanques / Almacenamiento,2024-07-23,15,7,2024,Q3,1,1,1
1294,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Planta compresora,2022-06-19,8,6,2022,Q2,0,0,0
1294,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Procedimiento inadecuado,Tanques / Almacenamiento,2022-10-06,15,10,2022,Q4,0,1,0
1295,Producción,Mendoza - Cuyo,Rotativo 14x14,Primeros auxilios,1,Comunicación deficiente,Planta compresora,2022-04-16,10,4,2022,Q2,0,0,0
1296,Producción,Salta - NOA,Diurno,Casi accidente (near miss),0,Falta de EPP,Pozos / Drilling,2023-11-23,11,11,2023,Q4,0,0,0
1297,Producción,Mendoza - Cuyo,Rotativo 7x7,Primeros auxilios,1,Falla de equipo,Oficina / Comedor,2023-12-21,17,12,2023,Q4,0,0,0
1300,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición insegura,Oficina / Comedor,2024-07-12,14,7,2024,Q3,0,0,0
1302,Producción,Salta - NOA,Rotativo 14x14,Fatalidad,5,Comunicación deficiente,Pozos / Drilling,2024-02-22,16,2,2024,Q1,0,1,0
1303,Producción,Salta - NOA,Rotativo 7x7,Primeros auxilios,1,Condición climática,Área eléctrica,2023-11-15,8,11,2023,Q4,0,0,0
1303,Producción,Salta - NOA,Rotativo 7x7,Casi accidente (near miss),0,Condición insegura,Transporte en ruta,2023-11-05,8,11,2023,Q4,0,0,0
1304,Producción,Mendoza - Cuyo,Diurno,Tiempo perdido (LTI),3,Condición insegura,Taller mecánico,2024-06-14,14,6,2024,Q2,11,1,1
1305,Producción,Neuquén - Vaca Muerta,Diurno,Casi accidente (near miss),0,Falla de equipo,Área eléctrica,2024-06-27,5,6,2024,Q2,0,0,0
1306,Producción,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Transporte en ruta,2023-10-02,14,10,2023,Q4,0,0,0
1307,Producción,Mendoza - Cuyo,Rotativo 7x7,Tratamiento médico,2,Falla de equipo,Área eléctrica,2023-06-30,14,6,2023,Q2,0,1,0
1308,Producción,Salta - NOA,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Área eléctrica,2023-11-03,2,11,2023,Q4,0,0,0
1309,Producción,Salta - NOA,Rotativo 14x14,Tratamiento médico,2,Procedimiento inadecuado,Oficina / Comedor,2022-10-23,16,10,2022,Q4,0,1,0
1309,Producción,Salta - NOA,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Área eléctrica,2024-09-18,8,9,2024,Q3,0,0,0
